"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "4.16 kV Losses", "Aux1", "Aux6", "Aux11", "Aux16", "Aux21", "Aux26", "4.16 kV Line Loss", "Aux2", "Aux7", "Aux12", "Aux17", "Aux22", "Aux27", "4.16 kV Load Loss", "Aux3", "Aux8", "Aux13", "Aux18", "Aux23", "Aux28", "4.16 kV No Load Loss", "Aux4", "Aux9", "Aux14", "Aux19", "Aux24", "Aux29", "4.16 kV Load Energy", "Aux5", "Aux10", "Aux15", "Aux20", "Aux25", "Aux30"
46, 2508.36, 633.247, 2899.63, 3029.01, 2461.63, 1354.78, 2837.22, 3238.32, 174.399, 0, 183.938, 0, 46.7484, 93.3303, 62.4259, 124.919, 46.7484, 93.3303, 0, 0, 62.4259, 0, 46.7484, 1.88225E-005, 43.5792, 1.51006, 45.0893, 1.65917, 0, 0, 0, 0, 46.7484, 0, 0, 0, 0, 0, 0, 46.7484, 0, 0, 0, 0, 0, 0, 1.88225E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2461.63, 0, 0, 0, 0, 0, 0
47, 2253.8, 476.602, 2899.63, 3029.01, 2215.77, 1219.71, 2837.22, 3238.32, 0, 0, 0, 0, 38.0473, 75.824, 62.4259, 124.919, 38.0473, 75.824, 0, 0, 62.4259, 0, 38.0473, 1.58699E-005, 35.4995, 1.1984, 36.6979, 1.34942, 0, 0, 0, 0, 38.0473, 0, 0, 0, 0, 0, 0, 38.0473, 0, 0, 0, 0, 0, 0, 1.58699E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2215.77, 0, 0, 0, 0, 0, 0
48, 2022.3, 342.784, 2899.63, 3029.01, 1991.18, 1096.22, 2837.22, 3238.32, 0, 0, 0, 0, 31.1365, 61.9096, 62.4259, 124.919, 31.1365, 61.9096, 0, 0, 62.4259, 0, 31.1365, 1.35306E-005, 29.0826, 0.953147, 30.0358, 1.10069, 0, 0, 0, 0, 31.1365, 0, 0, 0, 0, 0, 0, 31.1365, 0, 0, 0, 0, 0, 0, 1.35306E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1991.18, 0, 0, 0, 0, 0, 0
49, 1800.42, 223.418, 2899.63, 3029.01, 1774.78, 976.902, 2837.22, 3238.32, 0, 0, 0, 0, 25.6238, 50.8421, 62.4259, 124.919, 25.6238, 50.8421, 0, 0, 62.4259, 0, 25.6238, 1.17368E-005, 23.9545, 0.771767, 24.7263, 0.897455, 0, 0, 0, 0, 25.6238, 0, 0, 0, 0, 0, 0, 25.6238, 0, 0, 0, 0, 0, 0, 1.17368E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1774.78, 0, 0, 0, 0, 0, 0
50, 1668.61, 142.775, 2899.63, 3029.01, 1646, 906.117, 2837.22, 3238.32, 0, 0, 0, 0, 22.5999, 44.7652, 62.4259, 124.919, 22.5999, 44.7652, 0, 0, 62.4259, 0, 22.5999, 1.08718E-005, 21.1617, 0.659618, 21.8213, 0.778613, 0, 0, 0, 0, 22.5999, 0, 0, 0, 0, 0, 0, 22.5999, 0, 0, 0, 0, 0, 0, 1.08718E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1646, 0, 0, 0, 0, 0, 0
51, 1593.15, 96.801, 2899.63, 3029.01, 1572.04, 865.515, 2837.22, 3238.32, 0, 0, 0, 0, 21.0118, 41.5746, 62.4259, 124.919, 21.0118, 41.5746, 0, 0, 62.4259, 0, 21.0118, 1.04349E-005, 19.6971, 0.599764, 20.2969, 0.714974, 0, 0, 0, 0, 21.0118, 0, 0, 0, 0, 0, 0, 21.0118, 0, 0, 0, 0, 0, 0, 1.04349E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1572.04, 0, 0, 0, 0, 0, 0
52, 1559.03, 76.0684, 2899.63, 3029.01, 1538.66, 847.128, 2837.22, 3238.32, 0, 0, 0, 0, 20.3271, 40.199, 62.4259, 124.919, 20.3271, 40.199, 0, 0, 62.4259, 0, 20.3271, 1.02503E-005, 19.0665, 0.57346, 19.6399, 0.687197, 0, 0, 0, 0, 20.3271, 0, 0, 0, 0, 0, 0, 20.3271, 0, 0, 0, 0, 0, 0, 1.02503E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1538.66, 0, 0, 0, 0, 0, 0
53, 1567.62, 81.2923, 2899.63, 3029.01, 1547.13, 851.753, 2837.22, 3238.32, 0, 0, 0, 0, 20.4971, 40.5403, 62.4259, 124.919, 20.4971, 40.5403, 0, 0, 62.4259, 0, 20.4971, 1.02975E-005, 19.2232, 0.579859, 19.803, 0.694102, 0, 0, 0, 0, 20.4971, 0, 0, 0, 0, 0, 0, 20.4971, 0, 0, 0, 0, 0, 0, 1.02975E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1547.13, 0, 0, 0, 0, 0, 0
54, 1606.84, 105.141, 2899.63, 3029.01, 1585.6, 872.874, 2837.22, 3238.32, 0, 0, 0, 0, 21.2915, 42.136, 62.4259, 124.919, 21.2915, 42.136, 0, 0, 62.4259, 0, 21.2915, 1.05091E-005, 19.9552, 0.61007, 20.5652, 0.726228, 0, 0, 0, 0, 21.2915, 0, 0, 0, 0, 0, 0, 21.2915, 0, 0, 0, 0, 0, 0, 1.05091E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1585.6, 0, 0, 0, 0, 0, 0
55, 1709.08, 167.489, 2899.63, 3029.01, 1685.59, 927.869, 2837.22, 3238.32, 0, 0, 0, 0, 23.4946, 46.5629, 62.4259, 124.919, 23.4946, 46.5629, 0, 0, 62.4259, 0, 23.4946, 1.11219E-005, 21.9875, 0.693021, 22.6805, 0.814062, 0, 0, 0, 0, 23.4946, 0, 0, 0, 0, 0, 0, 23.4946, 0, 0, 0, 0, 0, 0, 1.11219E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1685.59, 0, 0, 0, 0, 0, 0
56, 1837.67, 246.29, 2899.63, 3029.01, 1811.14, 996.868, 2837.22, 3238.32, 0, 0, 0, 0, 26.5358, 52.6753, 62.4259, 124.919, 26.5358, 52.6753, 0, 0, 62.4259, 0, 26.5358, 1.20089E-005, 24.7979, 0.805111, 25.603, 0.932796, 0, 0, 0, 0, 26.5358, 0, 0, 0, 0, 0, 0, 26.5358, 0, 0, 0, 0, 0, 0, 1.20089E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1811.14, 0, 0, 0, 0, 0, 0
57, 2008.09, 351.381, 2899.63, 3029.01, 1977.04, 1088.03, 2837.22, 3238.32, 0, 0, 0, 0, 31.0343, 61.72, 62.4259, 124.919, 31.0343, 61.72, 0, 0, 62.4259, 0, 31.0343, 1.33832E-005, 28.9619, 0.968214, 29.9301, 1.10422, 0, 0, 0, 0, 31.0343, 0, 0, 0, 0, 0, 0, 31.0343, 0, 0, 0, 0, 0, 0, 1.33832E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1977.04, 0, 0, 0, 0, 0, 0
58, 2176.23, 449.154, 2899.63, 3029.01, 2140.22, 1177.71, 2837.22, 3238.32, 0, 0, 0, 0, 35.9972, 71.6982, 62.4259, 124.919, 35.9972, 71.6982, 0, 0, 62.4259, 0, 35.9972, 1.50621E-005, 33.5874, 1.12691, 34.7143, 1.2829, 0, 0, 0, 0, 35.9972, 0, 0, 0, 0, 0, 0, 35.9972, 0, 0, 0, 0, 0, 0, 1.50621E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2140.22, 0, 0, 0, 0, 0, 0
59, 2243.36, 491.069, 2899.63, 3029.01, 2205.24, 1213.4, 2837.22, 3238.32, 0, 0, 0, 0, 38.1203, 75.9687, 62.4259, 124.919, 38.1203, 75.9687, 0, 0, 62.4259, 0, 38.1202, 1.5754E-005, 35.5585, 1.20078, 36.7593, 1.36095, 0, 0, 0, 0, 38.1203, 0, 0, 0, 0, 0, 0, 38.1202, 0, 0, 0, 0, 0, 0, 1.5754E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2205.24, 0, 0, 0, 0, 0, 0
60, 2295.79, 520.576, 2899.63, 3029.01, 2255.94, 1241.31, 2837.22, 3238.32, 0, 0, 0, 0, 39.85, 79.4661, 62.4259, 124.919, 39.85, 79.4661, 0, 0, 62.4259, 0, 39.85, 1.63553E-005, 37.1476, 1.27967, 38.4273, 1.42268, 0, 0, 0, 0, 39.85, 0, 0, 0, 0, 0, 0, 39.85, 0, 0, 0, 0, 0, 0, 1.63553E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2255.94, 0, 0, 0, 0, 0, 0
61, 2310.82, 529.994, 2899.63, 3029.01, 2270.5, 1249.28, 2837.22, 3238.32, 0, 0, 0, 0, 40.3506, 80.4732, 62.4259, 124.919, 40.3506, 80.4732, 0, 0, 62.4259, 0, 40.3506, 1.65279E-005, 37.6126, 1.29705, 38.9097, 1.44093, 0, 0, 0, 0, 40.3506, 0, 0, 0, 0, 0, 0, 40.3506, 0, 0, 0, 0, 0, 0, 1.65279E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2270.5, 0, 0, 0, 0, 0, 0
62, 2256.9, 496.212, 2899.63, 3029.01, 2218.2, 1220.66, 2837.22, 3238.32, 0, 0, 0, 0, 38.5734, 76.8981, 62.4259, 124.919, 38.5734, 76.8981, 0, 0, 62.4259, 0, 38.5734, 1.59373E-005, 35.9617, 1.23555, 37.1973, 1.37609, 0, 0, 0, 0, 38.5734, 0, 0, 0, 0, 0, 0, 38.5734, 0, 0, 0, 0, 0, 0, 1.59373E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2218.2, 0, 0, 0, 0, 0, 0
63, 2200.11, 460.719, 2899.63, 3029.01, 2163.22, 1190.47, 2837.22, 3238.32, 0, 0, 0, 0, 36.759, 73.248, 62.4259, 124.919, 36.759, 73.248, 0, 0, 62.4259, 0, 36.759, 1.53411E-005, 34.2776, 1.17193, 35.4495, 1.30949, 0, 0, 0, 0, 36.759, 0, 0, 0, 0, 0, 0, 36.759, 0, 0, 0, 0, 0, 0, 1.53411E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2163.22, 0, 0, 0, 0, 0, 0
64, 2167.21, 440.201, 2899.63, 3029.01, 2131.4, 1172.96, 2837.22, 3238.32, 0, 0, 0, 0, 35.7351, 71.188, 62.4259, 124.919, 35.7351, 71.188, 0, 0, 62.4259, 0, 35.7351, 1.5012E-005, 33.3276, 1.1357, 34.4633, 1.27172, 0, 0, 0, 0, 35.7351, 0, 0, 0, 0, 0, 0, 35.7351, 0, 0, 0, 0, 0, 0, 1.5012E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2131.4, 0, 0, 0, 0, 0, 0
65, 2310.58, 529.849, 2899.63, 3029.01, 2270.26, 1249.16, 2837.22, 3238.32, 0, 0, 0, 0, 40.343, 80.4579, 62.4259, 124.919, 40.343, 80.4579, 0, 0, 62.4259, 0, 40.343, 1.65247E-005, 37.6055, 1.29679, 38.9023, 1.44065, 0, 0, 0, 0, 40.343, 0, 0, 0, 0, 0, 0, 40.343, 0, 0, 0, 0, 0, 0, 1.65247E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2270.26, 0, 0, 0, 0, 0, 0
66, 2704.86, 757.944, 2899.63, 3029.01, 2650.59, 1458.52, 2837.22, 3238.32, 387.189, 0, 442.806, 0, 54.2833, 108.498, 62.4259, 124.919, 54.2833, 108.498, 0, 0, 62.4259, 0, 54.2832, 2.14295E-005, 50.5876, 1.76977, 52.3573, 1.9259, 0, 0, 0, 0, 54.2833, 0, 0, 0, 0, 0, 0, 54.2832, 0, 0, 0, 0, 0, 0, 2.14295E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2650.59, 0, 0, 0, 0, 0, 0
67, 2821.97, 832.754, 2899.63, 3029.01, 2762.87, 1520.14, 2837.22, 3238.32, 513.263, 0, 614.233, 0, 59.117, 118.23, 62.4259, 124.919, 59.117, 118.23, 0, 0, 62.4259, 0, 59.117, 2.3132E-005, 55.0876, 1.93397, 57.0216, 2.09546, 0, 0, 0, 0, 59.117, 0, 0, 0, 0, 0, 0, 59.117, 0, 0, 0, 0, 0, 0, 2.3132E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2762.87, 0, 0, 0, 0, 0, 0
68, 2726.98, 772.044, 2899.63, 3029.01, 2671.78, 1470.17, 2837.22, 3238.32, 411.022, 0, 474.173, 0, 55.1766, 110.297, 62.4259, 124.919, 55.1766, 110.297, 0, 0, 62.4259, 0, 55.1766, 2.1745E-005, 51.4189, 1.80029, 53.2192, 1.95735, 0, 0, 0, 0, 55.1766, 0, 0, 0, 0, 0, 0, 55.1766, 0, 0, 0, 0, 0, 0, 2.1745E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2671.78, 0, 0, 0, 0, 0, 0
69, 2624.27, 706.686, 2899.63, 3029.01, 2573.18, 1416.04, 2837.22, 3238.32, 299.861, 0, 331.953, 0, 51.1052, 102.099, 62.4259, 124.919, 51.1052, 102.099, 0, 0, 62.4259, 0, 51.1052, 2.03229E-005, 47.6317, 1.6595, 49.2912, 1.814, 0, 0, 0, 0, 51.1052, 0, 0, 0, 0, 0, 0, 51.1052, 0, 0, 0, 0, 0, 0, 2.03229E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2573.18, 0, 0, 0, 0, 0, 0
70, 2492.02, 622.918, 2899.63, 3029.01, 2445.84, 1346.14, 2837.22, 3238.32, 156.646, 0, 164.056, 0, 46.1541, 92.1341, 62.4259, 124.919, 46.1541, 92.1341, 0, 0, 62.4259, 0, 46.1541, 1.86238E-005, 43.0267, 1.48942, 44.5162, 1.63795, 0, 0, 0, 0, 46.1541, 0, 0, 0, 0, 0, 0, 46.1541, 0, 0, 0, 0, 0, 0, 1.86238E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2445.84, 0, 0, 0, 0, 0, 0
71, 2307.81, 510.403, 2899.63, 3029.01, 2268.04, 1248.42, 2837.22, 3238.32, 0, 0, 0, 0, 39.7941, 79.3393, 62.4259, 124.919, 39.7941, 79.3393, 0, 0, 62.4259, 0, 39.7941, 1.64445E-005, 37.1208, 1.2604, 38.3812, 1.41292, 0, 0, 0, 0, 39.7941, 0, 0, 0, 0, 0, 0, 39.7941, 0, 0, 0, 0, 0, 0, 1.64445E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2268.04, 0, 0, 0, 0, 0, 0
72, 2061.27, 363.552, 2899.63, 3029.01, 2029.03, 1117.08, 2837.22, 3238.32, 0, 0, 0, 0, 32.2506, 64.1658, 62.4259, 124.919, 32.2506, 64.1658, 0, 0, 62.4259, 0, 32.2505, 1.3915E-005, 30.1, 1.00957, 31.1096, 1.14097, 0, 0, 0, 0, 32.2506, 0, 0, 0, 0, 0, 0, 32.2505, 0, 0, 0, 0, 0, 0, 1.3915E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2029.03, 0, 0, 0, 0, 0, 0
73, 1833.83, 240.558, 2899.63, 3029.01, 1807.37, 994.825, 2837.22, 3238.32, 0, 0, 0, 0, 26.4484, 52.5004, 62.4259, 124.919, 26.4484, 52.5004, 0, 0, 62.4259, 0, 26.4484, 1.20299E-005, 24.7395, 0.782094, 25.5216, 0.926841, 0, 0, 0, 0, 26.4484, 0, 0, 0, 0, 0, 0, 26.4484, 0, 0, 0, 0, 0, 0, 1.20299E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1807.37, 0, 0, 0, 0, 0, 0
74, 1718.28, 169.726, 2899.63, 3029.01, 1694.55, 932.817, 2837.22, 3238.32, 0, 0, 0, 0, 23.7143, 47.0049, 62.4259, 124.919, 23.7143, 47.0049, 0, 0, 62.4259, 0, 23.7143, 1.12327E-005, 22.2115, 0.682443, 22.894, 0.820309, 0, 0, 0, 0, 23.7143, 0, 0, 0, 0, 0, 0, 23.7143, 0, 0, 0, 0, 0, 0, 1.12327E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1694.55, 0, 0, 0, 0, 0, 0
75, 1627.89, 114.562, 2899.63, 3029.01, 1606.14, 884.213, 2837.22, 3238.32, 0, 0, 0, 0, 21.7455, 43.0486, 62.4259, 124.919, 21.7455, 43.0486, 0, 0, 62.4259, 0, 21.7455, 1.06838E-005, 20.3939, 0.609426, 21.0033, 0.742164, 0, 0, 0, 0, 21.7455, 0, 0, 0, 0, 0, 0, 21.7455, 0, 0, 0, 0, 0, 0, 1.06838E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1606.14, 0, 0, 0, 0, 0, 0
76, 1591.38, 92.3337, 2899.63, 3029.01, 1570.34, 864.558, 2837.22, 3238.32, 0, 0, 0, 0, 20.9926, 41.5359, 62.4259, 124.919, 20.9926, 41.5359, 0, 0, 62.4259, 0, 20.9926, 1.04786E-005, 19.6994, 0.581257, 20.2807, 0.711899, 0, 0, 0, 0, 20.9926, 0, 0, 0, 0, 0, 0, 20.9926, 0, 0, 0, 0, 0, 0, 1.04786E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1570.34, 0, 0, 0, 0, 0, 0
77, 1596.26, 95.3132, 2899.63, 3029.01, 1575.18, 867.186, 2837.22, 3238.32, 0, 0, 0, 0, 21.0917, 41.735, 62.4259, 124.919, 21.0917, 41.735, 0, 0, 62.4259, 0, 21.0917, 1.05076E-005, 19.7909, 0.584871, 20.3758, 0.715889, 0, 0, 0, 0, 21.0917, 0, 0, 0, 0, 0, 0, 21.0917, 0, 0, 0, 0, 0, 0, 1.05076E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1575.18, 0, 0, 0, 0, 0, 0
78, 1627.35, 114.24, 2899.63, 3029.01, 1605.66, 883.92, 2837.22, 3238.32, 0, 0, 0, 0, 21.734, 43.0253, 62.4259, 124.919, 21.734, 43.0253, 0, 0, 62.4259, 0, 21.734, 1.06781E-005, 20.3834, 0.608885, 20.9923, 0.741693, 0, 0, 0, 0, 21.734, 0, 0, 0, 0, 0, 0, 21.734, 0, 0, 0, 0, 0, 0, 1.06781E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1605.66, 0, 0, 0, 0, 0, 0
79, 1705.32, 161.818, 2899.63, 3029.01, 1682.01, 925.85, 2837.22, 3238.32, 0, 0, 0, 0, 23.4224, 46.4181, 62.4259, 124.919, 23.4224, 46.4181, 0, 0, 62.4259, 0, 23.4224, 1.11482E-005, 21.9422, 0.671419, 22.6137, 0.808784, 0, 0, 0, 0, 23.4224, 0, 0, 0, 0, 0, 0, 23.4224, 0, 0, 0, 0, 0, 0, 1.11482E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1682.01, 0, 0, 0, 0, 0, 0
80, 1815.55, 229.327, 2899.63, 3029.01, 1789.55, 985.02, 2837.22, 3238.32, 0, 0, 0, 0, 25.9994, 51.5978, 62.4259, 124.919, 25.9994, 51.5978, 0, 0, 62.4259, 0, 25.9994, 1.18971E-005, 24.3241, 0.765813, 25.0899, 0.909479, 0, 0, 0, 0, 25.9994, 0, 0, 0, 0, 0, 0, 25.9994, 0, 0, 0, 0, 0, 0, 1.18971E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1789.55, 0, 0, 0, 0, 0, 0
81, 1991.31, 337.642, 2899.63, 3029.01, 1960.75, 1079.08, 2837.22, 3238.32, 0, 0, 0, 0, 30.5685, 60.7838, 62.4259, 124.919, 30.5685, 60.7838, 0, 0, 62.4259, 0, 30.5685, 1.32852E-005, 28.555, 0.929395, 29.4844, 1.08406, 0, 0, 0, 0, 30.5685, 0, 0, 0, 0, 0, 0, 30.5685, 0, 0, 0, 0, 0, 0, 1.32852E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1960.75, 0, 0, 0, 0, 0, 0
82, 2090.3, 395.673, 2899.63, 3029.01, 2056.89, 1131.93, 2837.22, 3238.32, 0, 0, 0, 0, 33.4014, 66.4775, 62.4259, 124.919, 33.4014, 66.4775, 0, 0, 62.4259, 0, 33.4014, 1.4227E-005, 31.1788, 1.03584, 32.2147, 1.18669, 0, 0, 0, 0, 33.4014, 0, 0, 0, 0, 0, 0, 33.4014, 0, 0, 0, 0, 0, 0, 1.4227E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2056.89, 0, 0, 0, 0, 0, 0
83, 2154.24, 435.445, 2899.63, 3029.01, 2118.92, 1165.99, 2837.22, 3238.32, 0, 0, 0, 0, 35.3194, 70.3347, 62.4259, 124.919, 35.3194, 70.3347, 0, 0, 62.4259, 0, 35.3193, 1.48396E-005, 32.9585, 1.10304, 34.0615, 1.25785, 0, 0, 0, 0, 35.3194, 0, 0, 0, 0, 0, 0, 35.3193, 0, 0, 0, 0, 0, 0, 1.48396E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2118.92, 0, 0, 0, 0, 0, 0
84, 2177.41, 449.886, 2899.63, 3029.01, 2141.42, 1178.32, 2837.22, 3238.32, 0, 0, 0, 0, 36.0331, 71.7702, 62.4259, 124.919, 36.0331, 71.7702, 0, 0, 62.4259, 0, 36.0331, 1.50711E-005, 33.621, 1.12792, 34.7489, 1.28419, 0, 0, 0, 0, 36.0331, 0, 0, 0, 0, 0, 0, 36.0331, 0, 0, 0, 0, 0, 0, 1.50711E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2141.42, 0, 0, 0, 0, 0, 0
85, 2198.64, 463.133, 2899.63, 3029.01, 2161.98, 1189.62, 2837.22, 3238.32, 0, 0, 0, 0, 36.6962, 73.1041, 62.4259, 124.919, 36.6962, 73.1041, 0, 0, 62.4259, 0, 36.6962, 1.52862E-005, 34.2365, 1.15109, 35.3876, 1.30863, 0, 0, 0, 0, 36.6962, 0, 0, 0, 0, 0, 0, 36.6962, 0, 0, 0, 0, 0, 0, 1.52862E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2161.98, 0, 0, 0, 0, 0, 0
86, 2237.61, 487.475, 2899.63, 3029.01, 2199.75, 1210.34, 2837.22, 3238.32, 0, 0, 0, 0, 37.9347, 75.5953, 62.4259, 124.919, 37.9347, 75.5953, 0, 0, 62.4259, 0, 37.9347, 1.56952E-005, 35.3865, 1.19412, 36.5806, 1.35413, 0, 0, 0, 0, 37.9347, 0, 0, 0, 0, 0, 0, 37.9347, 0, 0, 0, 0, 0, 0, 1.56952E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2199.75, 0, 0, 0, 0, 0, 0
87, 2246.31, 492.915, 2899.63, 3029.01, 2208.11, 1214.97, 2837.22, 3238.32, 0, 0, 0, 0, 38.2155, 76.1603, 62.4259, 124.919, 38.2155, 76.1603, 0, 0, 62.4259, 0, 38.2155, 1.57853E-005, 35.647, 1.20407, 36.8511, 1.36444, 0, 0, 0, 0, 38.2155, 0, 0, 0, 0, 0, 0, 38.2155, 0, 0, 0, 0, 0, 0, 1.57853E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2208.11, 0, 0, 0, 0, 0, 0
88, 2202.96, 465.83, 2899.63, 3029.01, 2166.05, 1191.93, 2837.22, 3238.32, 0, 0, 0, 0, 36.833, 73.3796, 62.4259, 124.919, 36.833, 73.3796, 0, 0, 62.4259, 0, 36.833, 1.53329E-005, 34.363, 1.15626, 35.5193, 1.31371, 0, 0, 0, 0, 36.833, 0, 0, 0, 0, 0, 0, 36.833, 0, 0, 0, 0, 0, 0, 1.53329E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2166.05, 0, 0, 0, 0, 0, 0
89, 2333.8, 541.097, 2899.63, 3029.01, 2292.65, 1261.51, 2837.22, 3238.32, 1.95456, 0, 1.92172, 0, 41.1274, 82.0326, 62.4259, 124.919, 41.1274, 82.0326, 0, 0, 62.4259, 0, 41.1274, 1.68348E-005, 38.3303, 1.33181, 39.6621, 1.46526, 0, 0, 0, 0, 41.1274, 0, 0, 0, 0, 0, 0, 41.1274, 0, 0, 0, 0, 0, 0, 1.68348E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2292.65, 0, 0, 0, 0, 0, 0
90, 2833.11, 833.142, 2899.63, 3029.01, 2773.56, 1526.11, 2837.22, 3238.32, 523.477, 0, 628.628, 0, 59.5565, 119.141, 62.4259, 124.919, 59.5565, 119.141, 0, 0, 62.4259, 0, 59.5564, 2.33764E-005, 55.5099, 1.94209, 57.452, 2.10441, 0, 0, 0, 0, 59.5565, 0, 0, 0, 0, 0, 0, 59.5564, 0, 0, 0, 0, 0, 0, 2.33764E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2773.56, 0, 0, 0, 0, 0, 0
91, 2976.32, 925.186, 2976.32, 3116.8, 2910.51, 1601.25, 2910.51, 3321.91, 677.107, 0, 857.132, 0, 65.8381, 131.792, 65.8381, 131.792, 65.8381, 131.792, 0, 0, 65.8381, 0, 65.8381, 2.56224E-005, 61.3619, 2.15368, 63.5156, 2.32252, 0, 0, 0, 0, 65.8381, 0, 0, 0, 0, 0, 0, 65.8381, 0, 0, 0, 0, 0, 0, 2.56224E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2910.51, 0, 0, 0, 0, 0, 0
92, 2903.39, 878.246, 2976.32, 3116.8, 2840.78, 1563.02, 2910.51, 3321.91, 598.953, 0, 738.356, 0, 62.5913, 125.253, 65.8381, 131.792, 62.5913, 125.253, 0, 0, 65.8381, 0, 62.5913, 2.44541E-005, 58.3366, 2.0447, 60.3813, 2.21002, 0, 0, 0, 0, 62.5913, 0, 0, 0, 0, 0, 0, 62.5913, 0, 0, 0, 0, 0, 0, 2.44541E-005, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2840.78, 0, 0, 0, 0, 0, 0
