"Hour", "kWh", "kvarh", "Max kW", "Max kVA", "Zone kWh", "Zone kvarh", "Zone Max kW", "Zone Max kVA", "Overload kWh Normal", "Overload kWh Emerg", "Load EEN", "Load UE", "Zone Losses kWh", "Zone Losses kvarh", "Zone Max kW Losses", "Zone Max kvar Losses", "Load Losses kWh", "Load Losses kvarh", "No Load Losses kWh", "No Load Losses kvarh", "Max kW Load Losses", "Max kW No Load Losses", "Line Losses", "Transformer Losses", "Line Mode Line Losses", "Zero Mode Line Losses", "3-phase Line Losses", "1- and 2-phase Line Losses", "Gen kWh", "Gen kvarh", "Gen Max kW", "Gen Max kVA", "Aux1", "Aux2", "Aux3", "Aux4", "Aux5", "Aux6", "Aux7"
70, 1918.14, 299.028, 2173.38, 2220.87, 1889.19, 1048.51, 2137.15, 2443.12, 0, 0, 2149.79, 260.595, 28.9343, 57.5122, 36.3474, 72.5001, 28.9343, 57.5122, 0, 0, 36.3474, 0, 28.9343, 1.27893E-005, 27.0257, 0.88108, 27.9068, 1.02752, 0, 0, 0, 0, 28.9343, 0, 0, 0, 0, 0, 0
71, 1772.83, 209.623, 2173.38, 2220.87, 1747.58, 970.808, 2137.15, 2443.12, 0, 0, 1917.55, 169.968, 25.2558, 50.078, 36.3474, 72.5001, 25.2558, 50.078, 0, 0, 36.3474, 0, 25.2558, 1.16879E-005, 23.6215, 0.7483, 24.3698, 0.885934, 0, 0, 0, 0, 25.2558, 0, 0, 0, 0, 0, 0
72, 1666.59, 144.612, 2173.38, 2220.87, 1643.77, 913.862, 2137.15, 2443.12, 0, 0, 1756.24, 112.462, 22.815, 45.1473, 36.3474, 72.5001, 22.815, 45.1473, 0, 0, 36.3474, 0, 22.815, 1.0994E-005, 21.3667, 0.65854, 22.0252, 0.789761, 0, 0, 0, 0, 22.815, 0, 0, 0, 0, 0, 0
73, 1574.01, 91.0854, 2173.38, 2220.87, 1553.18, 863.641, 2137.15, 2443.12, 0, 0, 1631.04, 77.8591, 20.8369, 41.1532, 36.3474, 72.5001, 20.8369, 41.1532, 0, 0, 36.3474, 0, 20.8369, 1.04155E-005, 19.5429, 0.581323, 20.1243, 0.712617, 0, 0, 0, 0, 20.8369, 0, 0, 0, 0, 0, 0
74, 1549.28, 76.0273, 2173.38, 2220.87, 1528.91, 850.319, 2137.15, 2443.12, 0, 0, 1599.21, 70.3028, 20.3403, 40.1505, 36.3474, 72.5001, 20.3403, 40.1505, 0, 0, 36.3474, 0, 20.3402, 1.02802E-005, 19.0852, 0.562713, 19.6479, 0.69237, 0, 0, 0, 0, 20.3403, 0, 0, 0, 0, 0, 0
75, 1538.65, 69.5645, 2173.38, 2220.87, 1518.51, 844.588, 2137.15, 2443.12, 0, 0, 1585.5, 66.9936, 20.1301, 39.7262, 36.3474, 72.5001, 20.1301, 39.7262, 0, 0, 36.3474, 0, 20.1301, 1.02255E-005, 18.8916, 0.554721, 19.4463, 0.683761, 0, 0, 0, 0, 20.1301, 0, 0, 0, 0, 0, 0
76, 1552.77, 78.1606, 2173.38, 2220.87, 1532.38, 852.199, 2137.15, 2443.12, 0, 0, 1603.42, 71.0424, 20.4095, 40.2903, 36.3474, 72.5001, 20.4095, 40.2903, 0, 0, 36.3474, 0, 20.4095, 1.03001E-005, 19.1491, 0.565238, 19.7143, 0.695197, 0, 0, 0, 0, 20.4095, 0, 0, 0, 0, 0, 0
77, 1581.06, 95.3825, 2173.38, 2220.87, 1560.12, 867.435, 2137.15, 2443.12, 0, 0, 1640.13, 80.0131, 20.9805, 41.4431, 36.3474, 72.5001, 20.9805, 41.4431, 0, 0, 36.3474, 0, 20.9805, 1.04537E-005, 19.6753, 0.586713, 20.262, 0.718451, 0, 0, 0, 0, 20.9805, 0, 0, 0, 0, 0, 0
78, 1733.3, 188.299, 2173.38, 2220.87, 1709, 949.182, 2137.15, 2443.12, 0, 0, 1858.14, 149.138, 24.3071, 48.1622, 36.3474, 72.5001, 24.3071, 48.1622, 0, 0, 36.3474, 0, 24.3071, 1.13745E-005, 22.7459, 0.709851, 23.4558, 0.85133, 0, 0, 0, 0, 24.3071, 0, 0, 0, 0, 0, 0
79, 1967.12, 331.882, 2173.38, 2220.87, 1936.88, 1073.91, 2137.15, 2443.12, 0, 0, 2242.59, 305.716, 30.2526, 60.1773, 36.3474, 72.5001, 30.2526, 60.1773, 0, 0, 36.3474, 0, 30.2526, 1.31578E-005, 28.2486, 0.923136, 29.1718, 1.08085, 0, 0, 0, 0, 30.2526, 0, 0, 0, 0, 0, 0
80, 2059.33, 388.939, 2173.38, 2220.87, 2026.43, 1122.97, 2137.15, 2443.12, 0, 0, 2394.44, 368.006, 32.8782, 65.4859, 36.3474, 72.5001, 32.8782, 65.4859, 0, 0, 36.3474, 0, 32.8782, 1.3985E-005, 30.6831, 1.01552, 31.6986, 1.17961, 0, 0, 0, 0, 32.8782, 0, 0, 0, 0, 0, 0
81, 2059.31, 388.932, 2173.38, 2220.87, 2026.43, 1122.96, 2137.15, 2443.12, 0, 0, 2394.22, 367.789, 32.8778, 65.4851, 36.3474, 72.5001, 32.8778, 65.4851, 0, 0, 36.3474, 0, 32.8778, 1.39787E-005, 30.6827, 1.01549, 31.6982, 1.17959, 0, 0, 0, 0, 32.8778, 0, 0, 0, 0, 0, 0
82, 2034.54, 373.616, 2173.38, 2220.87, 2002.34, 1109.83, 2137.15, 2443.12, 0, 0, 2351.33, 348.992, 32.1574, 64.0286, 36.3474, 72.5001, 32.1574, 64.0286, 0, 0, 36.3474, 0, 32.1574, 1.37508E-005, 30.0144, 0.990393, 31.0048, 1.15253, 0, 0, 0, 0, 32.1574, 0, 0, 0, 0, 0, 0
83, 2013.26, 360.475, 2173.38, 2220.87, 1981.67, 1098.55, 2137.15, 2443.12, 0, 0, 2314.33, 332.658, 31.5473, 62.7952, 36.3474, 72.5001, 31.5473, 62.7952, 0, 0, 36.3474, 0, 31.5473, 1.35637E-005, 29.4488, 0.968944, 30.4177, 1.12954, 0, 0, 0, 0, 31.5473, 0, 0, 0, 0, 0, 0
84, 1970.76, 334.25, 2173.38, 2220.87, 1940.32, 1075.98, 2137.15, 2443.12, 0, 0, 2241.89, 301.565, 30.3546, 60.3841, 36.3474, 72.5001, 30.3546, 60.3841, 0, 0, 36.3474, 0, 30.3546, 1.31884E-005, 28.3431, 0.927015, 29.2702, 1.08443, 0, 0, 0, 0, 30.3546, 0, 0, 0, 0, 0, 0
85, 1967.14, 332.032, 2173.38, 2220.87, 1936.88, 1074.06, 2137.15, 2443.12, 0, 0, 2234.79, 297.912, 30.254, 60.1806, 36.3474, 72.5001, 30.254, 60.1806, 0, 0, 36.3474, 0, 30.254, 1.3158E-005, 28.2502, 0.923254, 29.1734, 1.0806, 0, 0, 0, 0, 30.254, 0, 0, 0, 0, 0, 0
86, 1924.68, 305.863, 2173.38, 2220.87, 1895.5, 1051.48, 2137.15, 2443.12, 0, 0, 2164.05, 268.544, 29.0993, 57.8466, 36.3474, 72.5001, 29.0993, 57.8466, 0, 0, 36.3474, 0, 29.0993, 1.28029E-005, 27.1801, 0.882529, 28.0626, 1.03667, 0, 0, 0, 0, 29.0993, 0, 0, 0, 0, 0, 0
87, 1868.01, 271.001, 2173.38, 2220.87, 1840.29, 1021.3, 2137.15, 2443.12, 0, 0, 2070.71, 230.415, 27.6098, 54.8361, 36.3474, 72.5001, 27.6098, 54.8361, 0, 0, 36.3474, 0, 27.6097, 1.23499E-005, 25.8007, 0.829476, 26.6302, 0.979579, 0, 0, 0, 0, 27.6098, 0, 0, 0, 0, 0, 0
88, 1839.56, 253.418, 2173.38, 2220.87, 1812.68, 1005.98, 2137.15, 2443.12, 0, 0, 2024.95, 212.276, 26.8829, 53.3667, 36.3474, 72.5001, 26.8829, 53.3667, 0, 0, 36.3474, 0, 26.8829, 1.21292E-005, 25.1281, 0.80311, 25.9312, 0.951684, 0, 0, 0, 0, 26.8829, 0, 0, 0, 0, 0, 0
89, 1910.42, 296.968, 2173.38, 2220.87, 1881.71, 1043.76, 2137.15, 2443.12, 0, 0, 2142.39, 260.679, 28.7174, 57.0742, 36.3474, 72.5001, 28.7174, 57.0742, 0, 0, 36.3474, 0, 28.7174, 1.26849E-005, 26.8265, 0.868731, 27.6952, 1.02223, 0, 0, 0, 0, 28.7174, 0, 0, 0, 0, 0, 0
90, 2020.31, 364.837, 2173.38, 2220.87, 1988.56, 1102.29, 2137.15, 2443.12, 0, 0, 2326.24, 337.682, 31.7484, 63.2017, 36.3474, 72.5001, 31.7484, 63.2017, 0, 0, 36.3474, 0, 31.7484, 1.36224E-005, 29.6353, 0.975958, 30.6113, 1.13712, 0, 0, 0, 0, 31.7484, 0, 0, 0, 0, 0, 0
91, 2009.69, 358.277, 2173.38, 2220.87, 1978.23, 1096.65, 2137.15, 2443.12, 0, 0, 2307.9, 329.674, 31.4457, 62.5898, 36.3474, 72.5001, 31.4457, 62.5898, 0, 0, 36.3474, 0, 31.4457, 1.35312E-005, 29.3547, 0.965311, 30.32, 1.12571, 0, 0, 0, 0, 31.4457, 0, 0, 0, 0, 0, 0
92, 1956.6, 325.519, 2173.38, 2220.87, 1926.54, 1068.46, 2137.15, 2443.12, 0, 0, 2218.05, 291.51, 29.9647, 59.596, 36.3474, 72.5001, 29.9647, 59.596, 0, 0, 36.3474, 0, 29.9647, 1.30674E-005, 27.9818, 0.913273, 28.8951, 1.06963, 0, 0, 0, 0, 29.9647, 0, 0, 0, 0, 0, 0
93, 1924.66, 305.855, 2173.38, 2220.87, 1895.5, 1051.47, 2137.15, 2443.12, 0, 0, 2163.77, 268.266, 29.0985, 57.8451, 36.3474, 72.5001, 29.0985, 57.8451, 0, 0, 36.3474, 0, 29.0985, 1.28024E-005, 27.1794, 0.882446, 28.0619, 1.03663, 0, 0, 0, 0, 29.0985, 0, 0, 0, 0, 0, 0
94, 1828.93, 246.895, 2173.38, 2220.87, 1802.32, 1000.31, 2137.15, 2443.12, 0, 0, 2007.78, 205.465, 26.6159, 52.827, 36.3474, 72.5001, 26.6159, 52.827, 0, 0, 36.3474, 0, 26.6159, 1.20517E-005, 24.881, 0.793507, 25.6745, 0.941349, 0, 0, 0, 0, 26.6159, 0, 0, 0, 0, 0, 0
95, 1701.44, 168.813, 2173.38, 2220.87, 1677.87, 932.106, 2137.15, 2443.12, 0, 0, 1809.48, 131.614, 23.5755, 46.6843, 36.3474, 72.5001, 23.5755, 46.6843, 0, 0, 36.3474, 0, 23.5755, 1.11675E-005, 22.0699, 0.683128, 22.7531, 0.822446, 0, 0, 0, 0, 23.5755, 0, 0, 0, 0, 0, 0
96, 1581.1, 95.3994, 2173.38, 2220.87, 1560.12, 867.459, 2137.15, 2443.12, 0, 0, 1640.47, 80.3595, 20.9815, 41.4452, 36.3474, 72.5001, 20.9815, 41.4452, 0, 0, 36.3474, 0, 20.9815, 1.04511E-005, 19.6761, 0.586843, 20.263, 0.718498, 0, 0, 0, 0, 20.9815, 0, 0, 0, 0, 0, 0
97, 1513.96, 54.5361, 2173.38, 2220.87, 1494.22, 831.273, 2137.15, 2443.12, 0, 0, 1554.75, 60.5277, 19.6505, 38.7581, 36.3474, 72.5001, 19.6505, 38.7581, 0, 0, 36.3474, 0, 19.6505, 1.01034E-005, 18.4498, 0.536637, 18.9865, 0.664041, 0, 0, 0, 0, 19.6505, 0, 0, 0, 0, 0, 0
98, 1489.14, 39.4752, 2173.38, 2220.87, 1469.93, 817.876, 2137.15, 2443.12, 0, 0, 1523.76, 53.8241, 19.1791, 37.8065, 36.3474, 72.5001, 19.1791, 37.8065, 0, 0, 36.3474, 0, 19.1791, 9.98049E-006, 18.0161, 0.518503, 18.5346, 0.644527, 0, 0, 0, 0, 19.1791, 0, 0, 0, 0, 0, 0
99, 1482.05, 35.1723, 2173.38, 2220.87, 1462.99, 814.042, 2137.15, 2443.12, 0, 0, 1514.89, 51.9037, 19.0464, 37.5385, 36.3474, 72.5001, 19.0464, 37.5385, 0, 0, 36.3474, 0, 19.0464, 9.94964E-006, 17.894, 0.513362, 18.4074, 0.639008, 0, 0, 0, 0, 19.0464, 0, 0, 0, 0, 0, 0
100, 1489.1, 39.4611, 2173.38, 2220.87, 1469.93, 817.852, 2137.15, 2443.12, 0, 0, 1523.52, 53.5864, 19.1782, 37.8045, 36.3474, 72.5001, 19.1782, 37.8045, 0, 0, 36.3474, 0, 19.1782, 9.9825E-006, 18.0153, 0.518386, 18.5337, 0.644485, 0, 0, 0, 0, 19.1782, 0, 0, 0, 0, 0, 0
101, 1531.51, 65.2367, 2173.38, 2220.87, 1511.57, 840.734, 2137.15, 2443.12, 0, 0, 1576.09, 64.5155, 19.9897, 39.4427, 36.3474, 72.5001, 19.9897, 39.4427, 0, 0, 36.3474, 0, 19.9897, 1.01894E-005, 18.7625, 0.549261, 19.3117, 0.677996, 0, 0, 0, 0, 19.9897, 0, 0, 0, 0, 0, 0
102, 1673.11, 151.509, 2173.38, 2220.87, 1650.18, 916.914, 2137.15, 2443.12, 0, 0, 1767.75, 117.57, 22.9408, 45.4021, 36.3474, 72.5001, 22.9408, 45.4021, 0, 0, 36.3474, 0, 22.9408, 1.09856E-005, 21.4838, 0.659707, 22.1435, 0.797242, 0, 0, 0, 0, 22.9408, 0, 0, 0, 0, 0, 0
103, 1935.22, 312.23, 2173.38, 2220.87, 1905.85, 1056.95, 2137.15, 2443.12, 0, 0, 2187.47, 281.615, 29.3815, 58.4163, 36.3474, 72.5001, 29.3815, 58.4163, 0, 0, 36.3474, 0, 29.3814, 1.28887E-005, 27.4415, 0.89227, 28.3337, 1.04771, 0, 0, 0, 0, 29.3815, 0, 0, 0, 0, 0, 0
104, 2091.9, 406.33, 2173.38, 2220.87, 2058.04, 1140.77, 2137.15, 2443.12, 0, 0, 2449.72, 391.68, 33.8494, 67.4491, 36.3474, 72.5001, 33.8494, 67.4491, 0, 0, 36.3474, 0, 33.8494, 1.43298E-005, 31.5815, 1.05507, 32.6366, 1.2128, 0, 0, 0, 0, 33.8494, 0, 0, 0, 0, 0, 0
105, 2137.92, 434.856, 2173.38, 2220.87, 2102.76, 1165.1, 2137.15, 2443.12, 0, 0, 2531.39, 428.621, 35.2445, 70.2698, 36.3474, 72.5001, 35.2445, 70.2698, 0, 0, 36.3474, 0, 35.2445, 1.47771E-005, 32.8765, 1.10336, 33.9798, 1.26466, 0, 0, 0, 0, 35.2445, 0, 0, 0, 0, 0, 0
106, 2159.26, 448.088, 2173.38, 2220.87, 2123.4, 1176.38, 2137.15, 2443.12, 0, 0, 2571.52, 448.126, 35.9059, 71.6076, 36.3474, 72.5001, 35.9059, 71.6076, 0, 0, 36.3474, 0, 35.9059, 1.49872E-005, 33.4902, 1.12657, 34.6167, 1.28919, 0, 0, 0, 0, 35.9059, 0, 0, 0, 0, 0, 0
107, 2194.72, 470.107, 2194.72, 2244.5, 2157.77, 1195.09, 2157.77, 2466.62, 0, 0, 2637.7, 479.934, 37.0229, 73.8665, 37.0229, 73.8665, 37.0229, 73.8665, 0, 0, 37.0229, 0, 37.0229, 1.53539E-005, 34.5271, 1.16531, 35.6925, 1.33045, 0, 0, 0, 0, 37.0229, 0, 0, 0, 0, 0, 0
108, 2170.01, 454.744, 2194.72, 2244.5, 2133.71, 1182.06, 2157.77, 2466.62, 0, 0, 2592.96, 459.25, 36.2427, 72.2889, 37.0229, 73.8665, 36.2427, 72.2889, 0, 0, 37.0229, 0, 36.2427, 1.51034E-005, 33.8024, 1.1386, 34.941, 1.30167, 0, 0, 0, 0, 36.2427, 0, 0, 0, 0, 0, 0
109, 2194.74, 470.118, 2194.74, 2244.53, 2157.77, 1195.1, 2157.77, 2466.62, 0, 0, 2638.09, 480.322, 37.0238, 73.8684, 37.0238, 73.8684, 37.0238, 73.8684, 0, 0, 37.0238, 0, 37.0238, 1.53567E-005, 34.5279, 1.16541, 35.6933, 1.33049, 0, 0, 0, 0, 37.0238, 0, 0, 0, 0, 0, 0
110, 2187.71, 465.743, 2194.74, 2244.53, 2150.9, 1191.4, 2157.77, 2466.62, 0, 0, 2625.76, 474.858, 36.8009, 73.4179, 37.0238, 73.8684, 36.8009, 73.4179, 0, 0, 37.0238, 0, 36.8009, 1.52817E-005, 34.3208, 1.15789, 35.4786, 1.32229, 0, 0, 0, 0, 36.8009, 0, 0, 0, 0, 0, 0
111, 2162.91, 450.338, 2194.74, 2244.53, 2126.84, 1178.31, 2157.77, 2466.62, 0, 0, 2579.7, 452.859, 36.0205, 71.8395, 37.0238, 73.8684, 36.0205, 71.8395, 0, 0, 37.0238, 0, 36.0204, 1.50293E-005, 33.5961, 1.13086, 34.727, 1.29345, 0, 0, 0, 0, 36.0205, 0, 0, 0, 0, 0, 0
112, 2173.48, 456.91, 2194.74, 2244.53, 2137.15, 1183.89, 2157.77, 2466.62, 0, 0, 2598.38, 461.237, 36.3512, 72.5082, 37.0238, 73.8684, 36.3512, 72.5082, 0, 0, 37.0238, 0, 36.3512, 1.51365E-005, 33.9034, 1.14214, 35.0456, 1.30567, 0, 0, 0, 0, 36.3512, 0, 0, 0, 0, 0, 0
113, 2272.89, 511.333, 2272.89, 2329.7, 2233.76, 1240.4, 2233.76, 2555.05, 0, 0, 2515.47, 281.703, 39.1362, 78.1209, 39.1362, 78.1209, 39.1362, 78.1209, 0, 0, 39.1362, 0, 39.1362, 1.60369E-005, 36.491, 1.23587, 37.7268, 1.40934, 0, 0, 0, 0, 39.1362, 0, 0, 0, 0, 0, 0
114, 2329.74, 546.844, 2329.74, 2393.05, 2288.84, 1270.38, 2288.84, 2617.76, 0.640454, 0, 0.629385, 324.601, 41.0305, 81.9519, 41.0305, 81.9519, 41.0305, 81.9519, 0, 0, 41.0305, 0, 41.0305, 1.66621E-005, 38.2513, 1.30052, 39.5518, 1.47867, 0, 0, 0, 0, 41.0305, 0, 0, 0, 0, 0, 0
115, 2308.56, 533.588, 2329.74, 2393.05, 2268.19, 1259.23, 2288.84, 2617.76, 0, 0, 2578.47, 310.279, 40.3188, 80.5129, 41.0305, 81.9519, 40.3188, 80.5129, 0, 0, 41.0305, 0, 40.3188, 1.64302E-005, 37.5894, 1.27669, 38.8661, 1.4527, 0, 0, 0, 0, 40.3188, 0, 0, 0, 0, 0, 0
116, 2251.53, 497.855, 2329.74, 2393.05, 2213.1, 1228.96, 2288.84, 2617.76, 0, 0, 2480.43, 267.333, 38.4381, 76.7083, 41.0305, 81.9519, 38.4381, 76.7083, 0, 0, 41.0305, 0, 38.438, 1.58097E-005, 35.8425, 1.21164, 37.0541, 1.38392, 0, 0, 0, 0, 38.4381, 0, 0, 0, 0, 0, 0
117, 2176.79, 451.322, 2329.74, 2393.05, 2140.71, 1189.43, 2288.84, 2617.76, 0, 0, 2354.57, 213.858, 36.0676, 71.9146, 41.0305, 81.9519, 36.0676, 71.9146, 0, 0, 41.0305, 0, 36.0676, 1.50352E-005, 33.6416, 1.1296, 34.7712, 1.29637, 0, 0, 0, 0, 36.0676, 0, 0, 0, 0, 0, 0
118, 2030.92, 360.815, 2329.74, 2393.05, 1999.16, 1111.96, 2288.84, 2617.76, 0, 0, 2127.97, 128.814, 31.7393, 63.1635, 41.0305, 81.9519, 31.7393, 63.1635, 0, 0, 41.0305, 0, 31.7393, 1.36612E-005, 29.6267, 0.978037, 30.6047, 1.13456, 0, 0, 0, 0, 31.7393, 0, 0, 0, 0, 0, 0
119, 1891.6, 277.634, 2329.74, 2393.05, 1863.65, 1037.11, 2288.84, 2617.76, 0, 0, 1937.51, 73.8645, 27.9601, 55.5258, 41.0305, 81.9519, 27.9601, 55.5258, 0, 0, 41.0305, 0, 27.9601, 1.24639E-005, 26.1278, 0.838851, 26.9667, 0.993451, 0, 0, 0, 0, 27.9601, 0, 0, 0, 0, 0, 0
120, 1748.91, 192.913, 2329.74, 2393.05, 1724.45, 960.22, 2288.84, 2617.76, 0, 0, 1758.25, 33.7971, 24.4592, 48.4536, 41.0305, 81.9519, 24.4592, 48.4536, 0, 0, 41.0305, 0, 24.4592, 1.13942E-005, 22.8681, 0.731629, 23.5997, 0.859507, 0, 0, 0, 0, 24.4592, 0, 0, 0, 0, 0, 0
121, 1678.01, 149.476, 2329.74, 2393.05, 1655.05, 922.108, 2288.84, 2617.76, 0, 0, 1673.89, 18.8354, 22.8605, 45.2247, 41.0305, 81.9519, 22.8605, 45.2247, 0, 0, 41.0305, 0, 22.8605, 1.09455E-005, 21.392, 0.67249, 22.0645, 0.795974, 0, 0, 0, 0, 22.8605, 0, 0, 0, 0, 0, 0
122, 1663.16, 143.349, 2329.74, 2393.05, 1640.64, 913.659, 2288.84, 2617.76, 0, 0, 1657.34, 16.6968, 22.5184, 44.5343, 41.0305, 81.9519, 22.5184, 44.5343, 0, 0, 41.0305, 0, 22.5184, 1.08094E-005, 21.0775, 0.656201, 21.7337, 0.784713, 0, 0, 0, 0, 22.5184, 0, 0, 0, 0, 0, 0
123, 1659.62, 141.186, 2329.74, 2393.05, 1637.17, 911.756, 2288.84, 2617.76, 0, 0, 1653.32, 16.1504, 22.442, 44.3801, 41.0305, 81.9519, 22.442, 44.3801, 0, 0, 41.0305, 0, 22.442, 1.07921E-005, 21.0069, 0.653443, 21.6603, 0.781646, 0, 0, 0, 0, 22.442, 0, 0, 0, 0, 0, 0
124, 1666.7, 145.517, 2329.74, 2393.05, 1644.11, 915.568, 2288.84, 2617.76, 0, 0, 1661.49, 17.3719, 22.5954, 44.6899, 41.0305, 81.9519, 22.5954, 44.6899, 0, 0, 41.0305, 0, 22.5954, 1.08325E-005, 21.1484, 0.659127, 21.8076, 0.787811, 0, 0, 0, 0, 22.5954, 0, 0, 0, 0, 0, 0
125, 1702.15, 167.198, 2329.74, 2393.05, 1678.82, 934.633, 2288.84, 2617.76, 0, 0, 1702.91, 24.0895, 23.3771, 46.2684, 41.0305, 81.9519, 23.3771, 46.2684, 0, 0, 41.0305, 0, 23.3771, 1.10506E-005, 21.8699, 0.688042, 22.558, 0.819095, 0, 0, 0, 0, 23.3771, 0, 0, 0, 0, 0, 0
126, 1865.5, 267.376, 2329.74, 2393.05, 1838.23, 1022.2, 2288.84, 2617.76, 0, 0, 1910.39, 72.1576, 27.2771, 54.1469, 41.0305, 81.9519, 27.2771, 54.1469, 0, 0, 41.0305, 0, 27.277, 1.21808E-005, 25.4743, 0.83032, 26.3046, 0.972414, 0, 0, 0, 0, 27.2771, 0, 0, 0, 0, 0, 0
127, 2118.49, 420.918, 2329.74, 2393.05, 2084.19, 1157.58, 2288.84, 2617.76, 0, 0, 2265.25, 181.062, 34.2911, 68.3234, 41.0305, 81.9519, 34.2911, 68.3234, 0, 0, 41.0305, 0, 34.2911, 1.43893E-005, 31.9705, 1.08439, 33.0549, 1.23619, 0, 0, 0, 0, 34.2911, 0, 0, 0, 0, 0, 0
128, 2296.35, 531.521, 2329.74, 2393.05, 2256.45, 1251.61, 2288.84, 2617.76, 0, 0, 2564.59, 308.136, 39.9218, 79.709, 41.0305, 81.9519, 39.9218, 79.709, 0, 0, 41.0305, 0, 39.9218, 1.62185E-005, 37.1967, 1.28002, 38.4768, 1.44505, 0, 0, 0, 0, 39.9218, 0, 0, 0, 0, 0, 0
129, 2349.65, 564.791, 2349.65, 2416.57, 2308.04, 1279.67, 2308.04, 2639.05, 23.5206, 0, 23.3377, 350.757, 41.7232, 83.352, 41.7232, 83.352, 41.7232, 83.352, 0, 0, 41.7232, 0, 41.7231, 1.68211E-005, 38.8702, 1.34181, 40.212, 1.51112, 0, 0, 0, 0, 41.7232, 0, 0, 0, 0, 0, 0
130, 2390.46, 584.633, 2390.46, 2460.91, 2347.31, 1302.2, 2347.31, 2684.33, 66.7013, 0, 67.3775, 382.319, 43.1217, 86.1819, 43.1217, 86.1819, 43.1217, 86.1819, 0, 0, 43.1217, 0, 43.1216, 1.73659E-005, 40.1937, 1.37281, 41.5665, 1.55516, 0, 0, 0, 0, 43.1217, 0, 0, 0, 0, 0, 0
131, 2372.67, 573.494, 2390.46, 2460.91, 2330.13, 1292.84, 2347.31, 2684.33, 47.3706, 0, 47.4689, 367.247, 42.502, 84.9284, 43.1217, 86.1819, 42.502, 84.9284, 0, 0, 43.1217, 0, 42.502, 1.71549E-005, 39.6177, 1.35161, 40.9693, 1.53261, 0, 0, 0, 0, 42.502, 0, 0, 0, 0, 0, 0
132, 2326.44, 544.578, 2390.46, 2460.91, 2285.4, 1268.5, 2347.31, 2684.33, 0, 0, 2614.78, 329.372, 40.9195, 81.7275, 43.1217, 86.1819, 40.9195, 81.7275, 0, 0, 43.1217, 0, 40.9195, 1.66307E-005, 38.1469, 1.2976, 39.4445, 1.47493, 0, 0, 0, 0, 40.9195, 0, 0, 0, 0, 0, 0
133, 2340.53, 553.408, 2390.46, 2460.91, 2299.17, 1275.91, 2347.31, 2684.33, 12.3415, 0, 12.1876, 338.929, 41.3964, 82.6918, 43.1217, 86.1819, 41.3964, 82.6918, 0, 0, 43.1217, 0, 41.3964, 1.6785E-005, 38.5907, 1.31345, 39.9041, 1.49231, 0, 0, 0, 0, 41.3964, 0, 0, 0, 0, 0, 0
134, 2305.04, 531.219, 2390.46, 2460.91, 2264.75, 1257.22, 2347.31, 2684.33, 0, 0, 2576.15, 311.399, 40.2001, 80.2723, 43.1217, 86.1819, 40.2001, 80.2723, 0, 0, 43.1217, 0, 40.2001, 1.63899E-005, 37.4787, 1.27277, 38.7514, 1.44861, 0, 0, 0, 0, 40.2001, 0, 0, 0, 0, 0, 0
135, 2272.98, 511.214, 2390.46, 2460.91, 2233.76, 1240.3, 2347.31, 2684.33, 0, 0, 2519.29, 285.527, 39.1385, 78.1251, 43.1217, 86.1819, 39.1385, 78.1251, 0, 0, 43.1217, 0, 39.1384, 1.60408E-005, 36.4926, 1.23617, 37.7288, 1.40969, 0, 0, 0, 0, 39.1385, 0, 0, 0, 0, 0, 0
136, 2244.49, 493.452, 2390.46, 2460.91, 2206.21, 1225.25, 2347.31, 2684.33, 0, 0, 2469.36, 263.152, 38.211, 76.2492, 43.1217, 86.1819, 38.211, 76.2492, 0, 0, 43.1217, 0, 38.2109, 1.57311E-005, 35.6313, 1.2041, 36.8354, 1.37558, 0, 0, 0, 0, 38.211, 0, 0, 0, 0, 0, 0
137, 2333.43, 548.967, 2390.46, 2460.91, 2292.29, 1272.17, 2347.31, 2684.33, 4.61989, 0, 4.54743, 333.31, 41.1552, 82.2039, 43.1217, 86.1819, 41.1552, 82.2039, 0, 0, 43.1217, 0, 41.1552, 1.67072E-005, 38.3664, 1.30521, 39.6717, 1.4835, 0, 0, 0, 0, 41.1552, 0, 0, 0, 0, 0, 0
138, 2368.97, 571.199, 2390.46, 2460.91, 2326.69, 1290.88, 2347.31, 2684.33, 43.2649, 0, 43.2832, 362.129, 42.3726, 84.6661, 43.1217, 86.1819, 42.3726, 84.6661, 0, 0, 43.1217, 0, 42.3725, 1.71135E-005, 39.498, 1.34671, 40.8447, 1.52787, 0, 0, 0, 0, 42.3726, 0, 0, 0, 0, 0, 0
139, 2347.75, 557.904, 2390.46, 2460.91, 2306.05, 1279.72, 2347.31, 2684.33, 20.2496, 0, 20.063, 346.245, 41.6435, 83.192, 43.1217, 86.1819, 41.6435, 83.192, 0, 0, 43.1217, 0, 41.6435, 1.68697E-005, 38.82, 1.32223, 40.1422, 1.50134, 0, 0, 0, 0, 41.6435, 0, 0, 0, 0, 0, 0
140, 2283.59, 517.846, 2390.46, 2460.91, 2244.1, 1245.9, 2347.31, 2684.33, 0, 0, 2537.07, 292.971, 39.4871, 78.83, 43.1217, 86.1819, 39.4871, 78.83, 0, 0, 43.1217, 0, 39.4871, 1.61514E-005, 36.8166, 1.24797, 38.0646, 1.42247, 0, 0, 0, 0, 39.4871, 0, 0, 0, 0, 0, 0
